,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Viral Suppression Proportion,0.25,0.36,0.42,0.46,0.48,0.48,0.51,0.54,0.56,0.59,0.62,0.66,0.70,0.74,0.76,0.79,0.81,0.82,0.85,0.88
